,tweet_id,location
0,1233155027239194624,[]
1,1233156006022004736,[]
2,1233154451504062464,[]
3,1233154417458847747,[]
4,1233154384986439680,[]
5,1233155017785389058,"[('wuhan', 'ctc'), ('china', 'con')]"
6,1233154920963960832,"[('world', 'oth'), ('china', 'con'), ('china', 'con')]"
7,1233154567099047943,[]
8,1233154541736071171,"[('glasgow', 'ctc'), ('glasgow', 'ctc')]"
9,1233154596320796672,"[('iranian', 'con'), ('iranian', 'con'), ('iranian', 'con'), ('iranian', 'con')]"
10,1233154483527593985,"[('italy', 'con'), ('china', 'con'), ('china', 'con'), ('china', 'con'), ('italy', 'con'), ('italy', 'con'), ('china', 'con')]"
11,1233156030646882311,"[('morocco', 'con')]"
12,1233154992741257216,[]
13,1233154929142980609,[]
14,1233154932234235904,"[('china', 'con')]"
15,1233154367194193921,"[('china', 'con')]"
16,1233155870160125953,"[('italy', 'con'), ('italy', 'con'), ('european countries', 'reg'), ('eu', 'reg'), ('italy', 'con')]"
17,1233154584962453505,[]
18,1233154372571365376,[]
19,1233154329751773185,"[('california', 'sta')]"
20,1233154447636717569,"[('wuhan', 'ctc')]"
21,1233154388836876296,"[('saudiarabia', 'con'), ('madinah', 'ctc')]"
22,1233154341030301700,[]
23,1233154489164673024,"[('state', 'sta')]"
24,1233154320666972161,"[('wuhan', 'ctc'), ('beijing', 'ctc')]"
25,1233155962938286080,[]
26,1233154522572296193,"[('greece', 'con'), ('eu', 'reg')]"
27,1233154594102022144,[]
28,1233154938093678592,"[('iran', 'con')]"
29,1233155959939268609,[]
30,1233154403084963845,[]
31,1233154540603662336,[]
32,1233154370763620352,"[('italy', 'con')]"
33,1233154427156156416,[]
34,1233154431484489728,"[('south korea', 'con'), ('japan', 'con'), ('u.s.', 'con')]"
35,1233155959675084801,[]
36,1233154449792737280,[]
37,1233154462031597568,[]
38,1233154491060498434,"[('american', 'con')]"
39,1233155011565277186,[]
40,1233154328384462849,"[('usa', 'con')]"
41,1233155893203652608,[]
42,1233154483900817408,"[('wallumbilla', 'ctc')]"
43,1233155961885462528,[]
44,1233155914305277955,[]
45,1233155873398231040,[]
46,1233154368024776704,"[('malaysia', 'con')]"
47,1233154334537457669,[]
48,1233155938636398598,"[('indiana', 'sta'), ('indiana', 'sta')]"
49,1233156009515941888,[]
50,1233154537004916738,[]
51,1233154510916399105,"[('solano county', 'ctc'), ('usa', 'con')]"
52,1233154530935758848,"[('us', 'con')]"
53,1233155003898105856,"[('wall street', 'lan'), ('us', 'con')]"
54,1233154572467810304,[]
55,1233154577349767169,[]
56,1233155017504411650,"[('china', 'con'), ('china', 'con')]"
57,1233154968959553537,[]
58,1233156036338470913,[]
59,1233154352816234496,"[('europe', 'reg'), ('italy', 'con'), ('italy', 'con'), ('italy', 'con'), ('europe', 'reg')]"
60,1233154983438106625,[]
61,1233155866817421318,[]
62,1233154935623122944,[]
63,1233154453546635264,"[('prison', 'lan')]"
64,1233154889833996288,[]
65,1233154989620711427,[]
66,1233155028564594688,[]
67,1233154372382740481,"[('china', 'con'), ('new york', 'sta')]"
68,1233154415760232456,[]
69,1233155065835212801,[]
70,1233155966956380166,[]
